Filename,Requests,Total Time (Sec),Total Weight (MB)
res_116.har,49,3.0141770000010437,4.456569
res_306.har,46,3.2251599999999163,4.459757
res_101.har,87,6.621533999997016,4.839152
res_29.har,49,3.899229000001069,4.455438
res_150.har,49,4.446270000001328,4.445921
res_297.har,49,3.1555690000024335,4.453098
res_0.har,51,5.948971999999223,4.468693
res_446.har,45,3.7064840000001715,4.763945
res_298.har,49,2.4303849999994562,5.032618
res_164.har,49,3.1721909999979254,4.921529
res_311.har,49,3.4658250000017286,4.448559
res_30.har,49,6.0389300000000805,4.456053
res_24.har,49,4.840421000001777,4.449371
res_39.har,49,3.4130829999993146,4.444945
res_83.har,48,2.958558000001096,4.435696
res_300.har,49,3.416803000000131,4.428836
res_6.har,51,7.398607000000484,4.459721
res_16.har,49,5.332652999998798,4.445069
res_417.har,48,2.688903000000981,4.43235
res_411.har,49,2.509117000001657,4.463316
res_404.har,48,2.796310000000347,4.424784
res_465.har,49,2.4126579999974056,4.449606
res_243.har,50,2.904031999999861,4.447537
res_242.har,49,2.4561960000026737,4.475243
res_182.har,58,3.914904000002629,4.592898
res_178.har,85,4.10196000000069,4.823414
res_120.har,50,2.996452000000223,4.476273
res_316.har,49,2.250081999999529,4.437783
res_93.har,48,2.8286300000011106,4.460585
res_394.har,48,2.719056000002456,4.444171
res_498.har,49,2.860994999999501,4.473324
res_149.har,48,4.8097079999990235,4.464974
res_289.har,49,0.312101999999868,4.457433
res_443.har,48,2.509353999999468,4.456978
res_348.har,49,3.261530999998795,4.443453
res_340.har,49,7.397559000000416,4.444161
res_234.har,49,4.394128000000055,4.46181
res_416.har,49,2.875568999999756,4.456931
res_145.har,49,4.863298000000243,4.451689
res_307.har,49,3.2918610000008774,4.446836
res_179.har,51,5.047714999999705,4.46422
res_239.har,49,2.610020000001212,4.418301
res_480.har,49,3.0752180000005755,4.446451
res_71.har,85,4.399899999999906,4.893285
res_450.har,48,2.615718000000372,4.441419
res_109.har,48,2.6522959999992164,4.477152
res_334.har,51,3.6697690000006697,4.470304
res_3.har,49,3.436216999999917,4.461255
res_62.har,48,3.1144640000016954,4.450783
res_166.har,48,3.8508830000013115,4.448346
res_347.har,49,3.2656650000021616,4.457468
res_449.har,49,2.542172999999777,4.424825
res_126.har,65,3.6360470000000205,4.556219
res_489.har,50,3.1234369999997145,4.449466
res_8.har,49,2.163824999999255,4.460773
res_217.har,49,3.130867999999551,4.446985
res_246.har,52,3.453676999999356,4.476263
res_475.har,49,3.240754000001674,4.436334
res_50.har,49,3.441358000002627,4.440167
res_310.har,49,3.3934070000011998,4.436784
res_235.har,49,3.2010689999996975,4.457719
res_225.har,49,3.485227999997238,4.517891
res_35.har,49,5.836518999999738,4.441957
res_439.har,49,2.6559699999995936,4.438436
res_363.har,49,3.3032310000020955,4.447896
res_66.har,50,2.8597980000008536,4.485324
res_335.har,49,3.265962999999727,4.442311
res_313.har,51,3.52486299999911,4.471279
res_469.har,49,2.7695760000019507,4.469061
res_248.har,48,1.7942900000005901,4.470644
res_359.har,49,3.100698999999615,4.462885
res_412.har,49,2.699643999999738,4.453375
res_463.har,49,2.686059999998426,4.452201
res_129.har,49,4.238100000000821,4.474873
res_90.har,89,4.099245000000228,4.859259
res_361.har,50,3.3556200000006067,4.44846
res_396.har,50,3.004985000000015,4.445804
res_80.har,48,2.8026769999989485,4.440906
res_201.har,48,4.481438999999198,4.444088
res_459.har,55,3.5401660000013653,4.483653
res_136.har,45,2.9958459999989135,4.772329
res_305.har,49,3.139284000001324,4.455119
res_175.har,45,5.171421000000817,4.766604
res_107.har,53,2.853581000001024,4.896022
res_84.har,51,2.5519619999993886,4.458066
res_61.har,49,5.195845000000467,4.461255
res_212.har,49,2.8268620000009252,4.448177
res_205.har,49,4.55120600000018,4.454891
res_328.har,49,3.992412999999913,4.439994
res_271.har,0,0.0,0.0
res_290.har,49,3.2860489999984566,4.45722
res_393.har,48,2.6731820000007573,4.431675
res_253.har,49,5.481438999997976,4.456127
res_208.har,84,5.698011000000406,4.843545
res_85.har,59,1.2822539999994333,4.479997
res_384.har,49,3.0633070000003206,4.45839
res_309.har,53,4.737125999997806,4.888673
res_215.har,51,3.112046999998711,4.484592
res_389.har,49,4.16531099999859,4.450682
res_258.har,48,5.770388999999763,4.455406
res_277.har,0,0.0,0.0
res_57.har,49,3.4281389999996463,4.441594
res_196.har,50,5.419616999998456,4.48381
res_281.har,0,0.0,0.0
res_491.har,49,3.09057800000094,4.463773
res_303.har,49,3.2903829999977896,4.446343
res_403.har,76,3.5003720000014584,5.065045
res_263.har,49,3.6675839999987803,4.4462
res_95.har,49,2.6553539999984785,4.442808
res_270.har,51,3.703612999998466,4.472716
res_96.har,49,2.7475700000010255,4.458156
res_2.har,48,3.2021339999993508,4.443203
res_189.har,49,3.394749999999709,4.446398
res_374.har,49,3.210119000000559,4.44932
res_65.har,61,4.9909389999968985,4.50798
res_233.har,54,3.222945999999676,4.948278
res_418.har,49,2.8139740000003366,4.453577
res_159.har,49,3.2549619999995922,4.446427
res_436.har,50,2.4635369999999237,4.432695
res_163.har,47,4.563910999998799,4.443454
res_214.har,51,2.833497999998974,4.475856
res_100.har,49,2.691641000000964,4.457267
res_17.har,51,4.635045999997092,4.470519
res_337.har,50,3.354604999997682,4.457294
res_406.har,49,2.622557999999961,4.438632
res_387.har,54,4.277607999999076,4.554216
res_472.har,49,3.08095800000109,4.442949
res_341.har,49,1.2048829999978188,4.459946
res_285.har,0,0.0,0.0
res_356.har,49,3.6425059999991207,4.431154
res_415.har,55,3.0398239999997605,4.440271
res_453.har,49,2.676905000003084,4.426586
res_127.har,87,4.567486000001139,4.829489
res_478.har,50,2.586329999999347,4.456056
res_11.har,50,3.86985000000248,4.468737
res_75.har,51,3.188496000000392,4.456598
res_67.har,48,4.647147999999841,4.463018
res_14.har,49,3.4389069999994537,4.449871
res_94.har,85,3.794279000002716,4.849232
res_476.har,49,2.6869869999987133,4.460122
res_370.har,49,1.6929019999977608,4.446196
res_397.har,51,2.791960000002087,4.455276
res_13.har,49,3.912259999997972,4.444424
res_155.har,90,6.568908000001742,4.917332
res_219.har,51,2.8157490000005057,4.478919
res_330.har,49,3.851385999997525,4.433383
res_180.har,46,3.4013079999993208,4.450256
res_156.har,49,2.848472000001115,4.463258
res_352.har,49,3.331267000000953,4.439627
res_364.har,49,3.2182060000002384,4.432868
res_81.har,59,3.2204669999967153,4.490349
res_292.har,49,4.931115000003047,4.454245
res_162.har,51,3.441617999997252,4.475808
res_28.har,49,3.760565999996965,4.458266
res_256.har,49,3.517371000000654,4.44844
res_283.har,0,0.0,0.0
res_433.har,49,2.501811000001355,4.4357
res_38.har,49,3.535952000001009,4.444015
res_41.har,54,4.2800839999997695,4.567484
res_422.har,49,2.864492000000726,4.448951
res_487.har,49,3.6070609999990264,4.448052
res_438.har,49,2.6379619999991557,4.429506
res_266.har,49,2.8040470000000495,4.458261
res_60.har,46,4.8599910000012025,4.457524
res_200.har,51,3.3703779999999677,4.447042
res_249.har,48,2.759302999998792,4.471286
res_140.har,52,3.555921000002505,4.459838
res_382.har,50,3.5053800000008777,4.436999
res_380.har,50,3.4562909999999976,4.414953
res_139.har,46,2.9509480000001203,4.46141
res_427.har,49,3.0535689999996976,4.464596
res_385.har,47,3.208954000000696,4.416239
res_358.har,49,3.1915379999997384,4.433764
res_114.har,51,5.111572999999975,4.437563
res_36.har,49,3.1361420000033977,4.475437
res_172.har,86,4.434096000002056,4.876139
res_260.har,49,4.573443999999523,4.450099
res_308.har,49,3.7305040000000735,4.442087
res_45.har,49,1.3436499999999942,4.459345
res_176.har,49,3.5987430000007152,4.425756
res_440.har,89,4.085581000001606,4.910909
res_87.har,55,3.4645570000022126,4.465275
res_197.har,49,4.114014999996842,4.436295
res_392.har,48,3.4840859999981766,4.450334
res_268.har,49,2.745587999999465,4.466778
res_259.har,49,2.9128880000024218,4.463379
res_97.har,49,3.7618240000012446,4.444444
res_304.har,47,3.1893059999999824,4.4003
res_25.har,49,3.9586730000019017,4.445082
res_171.har,49,2.7143440000021655,4.468755
res_367.har,50,3.434988000000041,4.434311
res_26.har,49,4.422562999999442,4.450316
res_250.har,49,4.585658999999083,4.45208
res_437.har,45,2.3734580000011483,4.759277
res_20.har,49,4.64535800000152,4.446407
res_58.har,49,4.296677000003489,4.454122
res_220.har,49,4.658189999999974,4.436477
res_194.har,48,2.719902000000613,4.447028
res_34.har,49,4.1469189999987135,4.445837
res_344.har,45,3.4715839999991296,4.756729
res_47.har,55,5.6535020000027725,4.567209
res_142.har,46,2.7349329999994954,4.424532
res_211.har,49,3.0819570000026726,4.455958
res_5.har,49,4.012232999999862,4.448812
res_265.har,49,2.5665360000002257,4.437012
res_332.har,50,3.7349409999976926,4.458915
res_312.har,49,3.383044000000664,4.429375
res_405.har,49,2.7108320000017994,4.446289
res_345.har,49,3.181056999997032,4.440506
res_103.har,59,3.7334129999985746,4.506745
res_169.har,48,5.884690999999468,4.441042
res_365.har,50,3.417282999998657,4.479066
res_291.har,49,3.7305990000005402,4.470629
res_499.har,50,3.1812929999991613,4.454083
res_12.har,51,3.9518100000010743,4.452323
res_198.har,48,3.173847000000067,4.463283
res_339.har,49,3.023422000000137,4.439903
res_77.har,55,5.684988999999332,4.800682
res_466.har,60,3.1298800000016347,4.500461
res_119.har,49,3.1612959999970625,4.470438
res_302.har,51,3.184049000000727,4.4306
res_133.har,51,3.3181000000009373,4.46217
res_479.har,50,2.4895140000007814,4.449264
res_132.har,83,3.723749000000942,4.833243
res_125.har,47,2.2876359999993583,4.469563
res_173.har,48,5.144071999999695,4.475871
res_497.har,49,2.9990909999977156,4.457077
res_278.har,0,0.0,0.0
res_226.har,44,3.48449000000098,4.769827
res_86.har,48,4.384359000000142,4.447583
res_323.har,46,3.5963570000011242,4.762436
res_441.har,49,2.468929000000062,4.440124
res_186.har,49,3.2248630000002447,4.444487
res_153.har,49,2.829253999998822,4.474772
res_209.har,49,5.917255000003293,4.442951
res_368.har,50,3.215460000000574,4.457404
res_432.har,49,2.652201999999612,4.457076
res_148.har,49,2.6220460000021557,4.453188
res_72.har,49,3.26355599999908,4.452622
res_117.har,49,3.016505000001169,4.453792
res_42.har,49,3.4779520000011837,4.475263
res_48.har,49,3.166886999998853,4.448437
res_407.har,48,2.6787530000020925,4.43417
res_185.har,49,3.254394999999815,4.448595
res_88.har,48,3.5349750000021887,4.447474
res_410.har,48,2.674572999998927,4.43668
res_191.har,48,4.881139999998704,4.465417
res_317.har,50,3.4489899999981573,4.433153
res_232.har,49,5.855872999997664,4.453353
res_188.har,49,3.1895789999998816,4.46118
res_236.har,49,4.304320000000007,4.460267
res_170.har,49,3.0416019999980635,4.444667
res_55.har,49,4.020562000000529,4.453277
res_375.har,49,3.42856600000069,4.445357
res_174.har,48,8.866624999999651,4.451662
res_165.har,50,3.155003999999055,4.454323
res_7.har,49,3.195474999998085,4.454059
res_414.har,61,3.0089200000008276,4.484364
res_216.har,49,2.456505000002566,4.45794
res_128.har,85,4.256249999999621,4.818823
res_10.har,49,3.438239000001049,4.44962
res_137.har,88,5.470648000000219,4.871446
res_192.har,51,4.611198000002391,4.464527
res_15.har,49,3.664351000002411,4.451943
res_372.har,50,3.0475939999989934,4.45844
res_206.har,49,4.827985999998142,4.45207
res_484.har,49,4.643811000001675,4.452322
res_218.har,88,5.57537500000259,4.887446
res_329.har,49,2.603854000000865,4.466001
res_272.har,0,0.0,0.0
res_362.har,49,3.60739299999777,4.463102
res_76.har,48,4.280645999999949,4.451936
res_486.har,49,2.7754870000006924,4.449365
res_223.har,86,6.922904000000097,4.893293
res_494.har,48,2.53256000000166,4.424476
res_321.har,49,3.7130379999986034,4.457623
res_360.har,49,3.3489110000006623,4.485474
res_485.har,49,2.5808410000001896,4.458163
res_123.har,46,2.0955649999994495,4.450065
res_477.har,49,2.7160639999993146,4.446617
res_274.har,0,0.0,0.0
res_98.har,48,3.183511000000377,4.468053
res_354.har,48,3.2352560000012454,4.407664
res_9.har,50,3.7379460000028484,4.445847
res_52.har,49,3.5541390000006103,4.454583
res_288.har,49,4.07290599999731,4.439911
res_402.har,50,2.6949840000003458,4.448646
res_442.har,82,3.701114000001049,4.787555
res_343.har,49,3.0999800000008837,4.44272
res_46.har,49,5.349451000000496,4.446105
res_279.har,0,0.0,0.0
res_64.har,86,5.236591000000713,4.862205
res_467.har,50,2.821991000002774,4.448432
res_157.har,49,3.5411650000006194,4.452739
res_264.har,51,2.457446999998443,4.525261
res_82.har,48,2.6157699999988546,4.430795
res_112.har,51,2.740293999999878,4.457972
res_379.har,49,3.051067000002309,4.43466
res_434.har,49,2.5931869999997432,4.434782
res_134.har,51,5.221169000001188,4.484537
res_59.har,49,5.5930660000013885,4.446035
res_73.har,49,4.050792000000365,4.442507
res_371.har,50,3.468663000001892,4.43474
res_493.har,49,2.7162099999978966,4.476661
res_118.har,56,2.6123849999967206,4.453028
res_331.har,49,3.6972789999991655,4.474167
res_181.har,48,3.0841319999992267,4.450679
res_461.har,49,2.6784040000006497,4.43544
res_391.har,49,5.266038999998884,4.480632
res_79.har,48,2.855553999999858,4.456257
res_492.har,50,2.5539609999995445,4.448169
res_228.har,59,3.660326999999612,4.494116
res_429.har,49,2.707847999998921,4.442342
res_154.har,48,3.338240000001359,4.443774
res_350.har,43,3.9025280000003404,4.712284
res_383.har,51,3.6410129999995404,4.438225
res_435.har,49,2.633309999999561,4.432107
res_381.har,49,3.494668000002188,4.422017
res_481.har,49,2.7397740000018675,4.457571
res_454.har,49,3.0619480000012556,4.444209
res_63.har,49,2.7305760000002337,4.451954
res_424.har,49,3.177972999999154,4.442512
res_496.har,49,3.5340660000003408,4.450154
res_275.har,0,0.0,0.0
res_158.har,51,3.380390000001498,4.458332
res_351.har,50,3.662356999996875,4.442172
res_4.har,49,3.754490000000253,4.441469
res_124.har,49,4.599292999998812,4.447815
Average:,=AVERAGE(B2:B501),=AVERAGE(C2:C501),=AVERAGE(D2:D501)
